,lemma,next-lemma,next-next-lemma,next-next-pos,next-next-shape,next-next-word,next-pos,next-shape,next-word,pos,prev-iob,prev-lemma,prev-pos,prev-prev-iob,prev-prev-lemma,prev-prev-pos,prev-prev-shape,prev-prev-word,prev-shape,prev-word,sentence_idx,shape,word,tag
5641,iraq,oil-for-food,program,NN,lowercase,program,NN,contains-hyphen,oil-for-food,NNP,O,the,DT,O,into,IN,lowercase,into,lowercase,the,258,capitalized,Iraq,B-gpe
5642,oil-for-food,program,say,VBZ,lowercase,says,NN,lowercase,program,NN,B-gpe,iraq,NNP,O,the,DT,lowercase,the,capitalized,Iraq,258,contains-hyphen,oil-for-food,O
5643,program,say,saddam,NNP,capitalized,Saddam,VBZ,lowercase,says,NN,O,oil-for-food,NN,B-gpe,iraq,NNP,capitalized,Iraq,contains-hyphen,oil-for-food,258,lowercase,program,O
5644,say,saddam,hussein,NNP,capitalized,Hussein,NNP,capitalized,Saddam,VBZ,O,program,NN,O,oil-for-food,NN,contains-hyphen,oil-for-food,lowercase,program,258,lowercase,says,O
5645,saddam,hussein,illeg,RB,lowercase,illegally,NNP,capitalized,Hussein,NNP,O,say,VBZ,O,program,NN,lowercase,program,lowercase,says,258,capitalized,Saddam,B-per
5646,hussein,illeg,obtain,VBD,lowercase,obtained,RB,lowercase,illegally,NNP,B-per,saddam,NNP,O,say,VBZ,lowercase,says,capitalized,Saddam,258,capitalized,Hussein,I-per
5647,illeg,obtain,more,JJR,lowercase,more,VBD,lowercase,obtained,RB,I-per,hussein,NNP,B-per,saddam,NNP,capitalized,Saddam,capitalized,Hussein,258,lowercase,illegally,O
5648,obtain,more,money,NN,lowercase,money,JJR,lowercase,more,VBD,O,illeg,RB,I-per,hussein,NNP,capitalized,Hussein,lowercase,illegally,258,lowercase,obtained,O
5649,more,money,from,IN,lowercase,from,NN,lowercase,money,JJR,O,obtain,VBD,O,illeg,RB,lowercase,illegally,lowercase,obtained,258,lowercase,more,O
5650,money,from,oil,NN,lowercase,oil,IN,lowercase,from,NN,O,more,JJR,O,obtain,VBD,lowercase,obtained,lowercase,more,258,lowercase,money,O
5651,from,oil,smuggl,NN,lowercase,smuggling,NN,lowercase,oil,IN,O,money,NN,O,more,JJR,lowercase,more,lowercase,money,258,lowercase,from,O
5652,oil,smuggl,than,IN,lowercase,than,NN,lowercase,smuggling,NN,O,from,IN,O,money,NN,lowercase,money,lowercase,from,258,lowercase,oil,O
5653,smuggl,than,from,IN,lowercase,from,IN,lowercase,than,NN,O,oil,NN,O,from,IN,lowercase,from,lowercase,oil,258,lowercase,smuggling,O
5654,than,from,corrupt,NN,lowercase,corruption,IN,lowercase,from,IN,O,smuggl,NN,O,oil,NN,lowercase,oil,lowercase,smuggling,258,lowercase,than,O
5655,from,corrupt,in,IN,lowercase,in,NN,lowercase,corruption,IN,O,than,IN,O,smuggl,NN,lowercase,smuggling,lowercase,than,258,lowercase,from,O
5656,corrupt,in,the,DT,lowercase,the,IN,lowercase,in,NN,O,from,IN,O,than,IN,lowercase,than,lowercase,from,258,lowercase,corruption,O
5657,in,the,u.n.,NNP,abbreviation,U.N.,DT,lowercase,the,IN,O,corrupt,NN,O,from,IN,lowercase,from,lowercase,corruption,258,lowercase,in,O
5658,the,u.n.,program,NN,lowercase,program,NNP,abbreviation,U.N.,DT,O,in,IN,O,corrupt,NN,lowercase,corruption,lowercase,in,258,lowercase,the,O
5659,u.n.,program,.,.,punct,.,NN,lowercase,program,NNP,O,the,DT,O,in,IN,lowercase,in,lowercase,the,258,abbreviation,U.N.,B-org
5660,program,.,__end1__,__END1__,wildcard,__END1__,.,punct,.,NN,B-org,u.n.,NNP,O,the,DT,lowercase,the,abbreviation,U.N.,258,lowercase,program,O
5661,.,__end1__,__end2__,__END2__,wildcard,__END2__,__END1__,wildcard,__END1__,.,O,program,NN,B-org,u.n.,NNP,abbreviation,U.N.,lowercase,program,258,punct,.,O
5662,former,u.s.,feder,NNP,capitalized,Federal,NNP,abbreviation,U.S.,JJ,__START1__,__start1__,__START1__,__START2__,__start2__,__START2__,wildcard,__START2__,wildcard,__START1__,259,capitalized,Former,O
5663,u.s.,feder,reserv,NNP,capitalized,Reserve,NNP,capitalized,Federal,NNP,O,former,JJ,__START1__,__start1__,__START1__,wildcard,__START1__,capitalized,Former,259,abbreviation,U.S.,B-gpe
5664,feder,reserv,chairman,NNP,capitalized,Chairman,NNP,capitalized,Reserve,NNP,B-gpe,u.s.,NNP,O,former,JJ,capitalized,Former,abbreviation,U.S.,259,capitalized,Federal,B-org
5665,reserv,chairman,paul,NNP,capitalized,Paul,NNP,capitalized,Chairman,NNP,B-org,feder,NNP,B-gpe,u.s.,NNP,abbreviation,U.S.,capitalized,Federal,259,capitalized,Reserve,I-org
5666,chairman,paul,volcker,NNP,capitalized,Volcker,NNP,capitalized,Paul,NNP,I-org,reserv,NNP,B-org,feder,NNP,capitalized,Federal,capitalized,Reserve,259,capitalized,Chairman,B-per
5667,paul,volcker,say,VBZ,lowercase,says,NNP,capitalized,Volcker,NNP,B-per,chairman,NNP,I-org,reserv,NNP,capitalized,Reserve,capitalized,Chairman,259,capitalized,Paul,I-per
5668,volcker,say,the,DT,lowercase,the,VBZ,lowercase,says,NNP,I-per,paul,NNP,B-per,chairman,NNP,capitalized,Chairman,capitalized,Paul,259,capitalized,Volcker,I-per
5669,say,the,smuggl,NN,lowercase,smuggling,DT,lowercase,the,VBZ,I-per,volcker,NNP,I-per,paul,NNP,capitalized,Paul,capitalized,Volcker,259,lowercase,says,O
5670,the,smuggl,began,VBD,lowercase,began,NN,lowercase,smuggling,DT,O,say,VBZ,I-per,volcker,NNP,capitalized,Volcker,lowercase,says,259,lowercase,the,O
5671,smuggl,began,befor,IN,lowercase,before,VBD,lowercase,began,NN,O,the,DT,O,say,VBZ,lowercase,says,lowercase,the,259,lowercase,smuggling,O
5672,began,befor,the,DT,lowercase,the,IN,lowercase,before,VBD,O,smuggl,NN,O,the,DT,lowercase,the,lowercase,smuggling,259,lowercase,began,O
5673,befor,the,start,NN,lowercase,start,DT,lowercase,the,IN,O,began,VBD,O,smuggl,NN,lowercase,smuggling,lowercase,began,259,lowercase,before,O
5674,the,start,of,IN,lowercase,of,NN,lowercase,start,DT,O,befor,IN,O,began,VBD,lowercase,began,lowercase,before,259,lowercase,the,O
5675,start,of,the,DT,lowercase,the,IN,lowercase,of,NN,O,the,DT,O,befor,IN,lowercase,before,lowercase,the,259,lowercase,start,O
5676,of,the,oil-for-food,NN,contains-hyphen,oil-for-food,DT,lowercase,the,IN,O,start,NN,O,the,DT,lowercase,the,lowercase,start,259,lowercase,of,O
5677,the,oil-for-food,program,NN,lowercase,program,NN,contains-hyphen,oil-for-food,DT,O,of,IN,O,start,NN,lowercase,start,lowercase,of,259,lowercase,the,O
5678,oil-for-food,program,",",",",punct,",",NN,lowercase,program,NN,O,the,DT,O,of,IN,lowercase,of,lowercase,the,259,contains-hyphen,oil-for-food,O
5679,program,",",and,CC,lowercase,and,",",punct,",",NN,O,oil-for-food,NN,O,the,DT,lowercase,the,contains-hyphen,oil-for-food,259,lowercase,program,O
5680,",",and,was,VBD,lowercase,was,CC,lowercase,and,",",O,program,NN,O,oil-for-food,NN,contains-hyphen,oil-for-food,lowercase,program,259,punct,",",O
5681,and,was,known,VBN,lowercase,known,VBD,lowercase,was,CC,O,",",",",O,program,NN,lowercase,program,punct,",",259,lowercase,and,O
5682,was,known,to,TO,lowercase,to,VBN,lowercase,known,VBD,O,and,CC,O,",",",",punct,",",lowercase,and,259,lowercase,was,O
5683,known,to,the,DT,lowercase,the,TO,lowercase,to,VBN,O,was,VBD,O,and,CC,lowercase,and,lowercase,was,259,lowercase,known,O
5684,to,the,unit,NNP,capitalized,United,DT,lowercase,the,TO,O,known,VBN,O,was,VBD,lowercase,was,lowercase,known,259,lowercase,to,O
5685,the,unit,nation,NNP,capitalized,Nations,NNP,capitalized,United,DT,O,to,TO,O,known,VBN,lowercase,known,lowercase,to,259,lowercase,the,O
5686,unit,nation,secur,NNP,capitalized,Security,NNP,capitalized,Nations,NNP,O,the,DT,O,to,TO,lowercase,to,lowercase,the,259,capitalized,United,B-org
5687,nation,secur,council,NNP,capitalized,Council,NNP,capitalized,Security,NNP,B-org,unit,NNP,O,the,DT,lowercase,the,capitalized,United,259,capitalized,Nations,I-org
5688,secur,council,.,.,punct,.,NNP,capitalized,Council,NNP,I-org,nation,NNP,B-org,unit,NNP,capitalized,United,capitalized,Nations,259,capitalized,Security,I-org
5689,council,.,__end1__,__END1__,wildcard,__END1__,.,punct,.,NNP,I-org,secur,NNP,I-org,nation,NNP,capitalized,Nations,capitalized,Security,259,capitalized,Council,I-org
5690,.,__end1__,__end2__,__END2__,wildcard,__END2__,__END1__,wildcard,__END1__,.,I-org,council,NNP,I-org,secur,NNP,capitalized,Security,capitalized,Council,259,punct,.,O
5691,in,an,interview,NN,lowercase,interview,DT,lowercase,an,IN,__START1__,__start1__,__START1__,__START2__,__start2__,__START2__,wildcard,__START2__,wildcard,__START1__,260,capitalized,In,O
5692,an,interview,with,IN,lowercase,with,NN,lowercase,interview,DT,O,in,IN,__START1__,__start1__,__START1__,wildcard,__START1__,capitalized,In,260,lowercase,an,O
5693,interview,with,the,DT,lowercase,the,IN,lowercase,with,NN,O,an,DT,O,in,IN,capitalized,In,lowercase,an,260,lowercase,interview,O
5694,with,the,u.s.,NNP,abbreviation,U.S.,DT,lowercase,the,IN,O,interview,NN,O,an,DT,lowercase,an,lowercase,interview,260,lowercase,with,O
5695,the,u.s.,government-fund,JJ,contains-hyphen,government-funded,NNP,abbreviation,U.S.,DT,O,with,IN,O,interview,NN,lowercase,interview,lowercase,with,260,lowercase,the,O
5696,u.s.,government-fund,alhurra,NNP,mixedcase,alHurra,JJ,contains-hyphen,government-funded,NNP,O,the,DT,O,with,IN,lowercase,with,lowercase,the,260,abbreviation,U.S.,B-gpe
5697,government-fund,alhurra,televis,NN,lowercase,television,NNP,mixedcase,alHurra,JJ,B-gpe,u.s.,NNP,O,the,DT,lowercase,the,abbreviation,U.S.,260,contains-hyphen,government-funded,B-org
5698,alhurra,televis,station,NN,lowercase,station,NN,lowercase,television,NNP,B-org,government-fund,JJ,B-gpe,u.s.,NNP,abbreviation,U.S.,contains-hyphen,government-funded,260,mixedcase,alHurra,B-art
5699,televis,station,",",",",punct,",",NN,lowercase,station,NN,B-art,alhurra,NNP,B-org,government-fund,JJ,contains-hyphen,government-funded,mixedcase,alHurra,260,lowercase,television,O
5700,station,",",mr.,NNP,ending-dot,Mr.,",",punct,",",NN,O,televis,NN,B-art,alhurra,NNP,mixedcase,alHurra,lowercase,television,260,lowercase,station,O
5701,",",mr.,volcker,NNP,capitalized,Volcker,NNP,ending-dot,Mr.,",",O,station,NN,O,televis,NN,lowercase,television,lowercase,station,260,punct,",",O
5702,mr.,volcker,said,VBD,lowercase,said,NNP,capitalized,Volcker,NNP,O,",",",",O,station,NN,lowercase,station,punct,",",260,ending-dot,Mr.,B-per
5703,volcker,said,there,EX,lowercase,there,VBD,lowercase,said,NNP,B-per,mr.,NNP,O,",",",",punct,",",ending-dot,Mr.,260,capitalized,Volcker,I-per
5704,said,there,is,VBZ,lowercase,is,EX,lowercase,there,VBD,I-per,volcker,NNP,B-per,mr.,NNP,ending-dot,Mr.,capitalized,Volcker,260,lowercase,said,O
5705,there,is,a,DT,lowercase,a,VBZ,lowercase,is,EX,O,said,VBD,I-per,volcker,NNP,capitalized,Volcker,lowercase,said,260,lowercase,there,O
5706,is,a,lot,NN,lowercase,lot,DT,lowercase,a,VBZ,O,there,EX,O,said,VBD,lowercase,said,lowercase,there,260,lowercase,is,O
5707,a,lot,of,IN,lowercase,of,NN,lowercase,lot,DT,O,is,VBZ,O,there,EX,lowercase,there,lowercase,is,260,lowercase,a,O
5708,lot,of,confus,NN,lowercase,confusion,IN,lowercase,of,NN,O,a,DT,O,is,VBZ,lowercase,is,lowercase,a,260,lowercase,lot,O
5709,of,confus,about,IN,lowercase,about,NN,lowercase,confusion,IN,O,lot,NN,O,a,DT,lowercase,a,lowercase,lot,260,lowercase,of,O
5710,confus,about,how,WRB,lowercase,how,IN,lowercase,about,NN,O,of,IN,O,lot,NN,lowercase,lot,lowercase,of,260,lowercase,confusion,O
5711,about,how,much,JJ,lowercase,much,WRB,lowercase,how,IN,O,confus,NN,O,of,IN,lowercase,of,lowercase,confusion,260,lowercase,about,O
5712,how,much,money,NN,lowercase,money,JJ,lowercase,much,WRB,O,about,IN,O,confus,NN,lowercase,confusion,lowercase,about,260,lowercase,how,O
5713,much,money,saddam,NNP,capitalized,Saddam,NN,lowercase,money,JJ,O,how,WRB,O,about,IN,lowercase,about,lowercase,how,260,lowercase,much,O
5714,money,saddam,obtain,VBD,lowercase,obtained,NNP,capitalized,Saddam,NN,O,much,JJ,O,how,WRB,lowercase,how,lowercase,much,260,lowercase,money,O
5715,saddam,obtain,from,IN,lowercase,from,VBD,lowercase,obtained,NNP,O,money,NN,O,much,JJ,lowercase,much,lowercase,money,260,capitalized,Saddam,B-per
5716,obtain,from,the,DT,lowercase,the,IN,lowercase,from,VBD,B-per,saddam,NNP,O,money,NN,lowercase,money,capitalized,Saddam,260,lowercase,obtained,O
5717,from,the,oil-for-food,NN,contains-hyphen,oil-for-food,DT,lowercase,the,IN,O,obtain,VBD,B-per,saddam,NNP,capitalized,Saddam,lowercase,obtained,260,lowercase,from,O
5718,the,oil-for-food,program,NN,lowercase,program,NN,contains-hyphen,oil-for-food,DT,O,from,IN,O,obtain,VBD,lowercase,obtained,lowercase,from,260,lowercase,the,O
5719,oil-for-food,program,itself,PRP,lowercase,itself,NN,lowercase,program,NN,O,the,DT,O,from,IN,lowercase,from,lowercase,the,260,contains-hyphen,oil-for-food,O
5720,program,itself,.,.,punct,.,PRP,lowercase,itself,NN,O,oil-for-food,NN,O,the,DT,lowercase,the,contains-hyphen,oil-for-food,260,lowercase,program,O
5721,itself,.,__end1__,__END1__,wildcard,__END1__,.,punct,.,PRP,O,program,NN,O,oil-for-food,NN,contains-hyphen,oil-for-food,lowercase,program,260,lowercase,itself,O
5722,.,__end1__,__end2__,__END2__,wildcard,__END2__,__END1__,wildcard,__END1__,.,O,itself,PRP,O,program,NN,lowercase,program,lowercase,itself,260,punct,.,O
5723,he,refus,to,TO,lowercase,to,VBD,lowercase,refused,PRP,__START1__,__start1__,__START1__,__START2__,__start2__,__START2__,wildcard,__START2__,wildcard,__START1__,261,capitalized,He,O
5724,refus,to,provid,VB,lowercase,provide,TO,lowercase,to,VBD,O,he,PRP,__START1__,__start1__,__START1__,wildcard,__START1__,capitalized,He,261,lowercase,refused,O
5725,to,provid,specif,JJ,lowercase,specific,VB,lowercase,provide,TO,O,refus,VBD,O,he,PRP,capitalized,He,lowercase,refused,261,lowercase,to,O
5726,provid,specif,estim,NNS,lowercase,estimates,JJ,lowercase,specific,VB,O,to,TO,O,refus,VBD,lowercase,refused,lowercase,to,261,lowercase,provide,O
5727,specif,estim,",",",",punct,",",NNS,lowercase,estimates,JJ,O,provid,VB,O,to,TO,lowercase,to,lowercase,provide,261,lowercase,specific,O
5728,estim,",",but,CC,lowercase,but,",",punct,",",NNS,O,specif,JJ,O,provid,VB,lowercase,provide,lowercase,specific,261,lowercase,estimates,O
5729,",",but,said,VBD,lowercase,said,CC,lowercase,but,",",O,estim,NNS,O,specif,JJ,lowercase,specific,lowercase,estimates,261,punct,",",O
5730,but,said,larg,JJ,lowercase,large,VBD,lowercase,said,CC,O,",",",",O,estim,NNS,lowercase,estimates,punct,",",261,lowercase,but,O
5731,said,larg,amount,NNS,lowercase,amounts,JJ,lowercase,large,VBD,O,but,CC,O,",",",",punct,",",lowercase,but,261,lowercase,said,O
5732,larg,amount,that,WDT,lowercase,that,NNS,lowercase,amounts,JJ,O,said,VBD,O,but,CC,lowercase,but,lowercase,said,261,lowercase,large,O
5733,amount,that,have,VBP,lowercase,have,WDT,lowercase,that,NNS,O,larg,JJ,O,said,VBD,lowercase,said,lowercase,large,261,lowercase,amounts,O
5734,that,have,been,VBN,lowercase,been,VBP,lowercase,have,WDT,O,amount,NNS,O,larg,JJ,lowercase,large,lowercase,amounts,261,lowercase,that,O
5735,have,been,report,VBN,lowercase,reported,VBN,lowercase,been,VBP,O,that,WDT,O,amount,NNS,lowercase,amounts,lowercase,that,261,lowercase,have,O
5736,been,report,in,IN,lowercase,in,VBN,lowercase,reported,VBN,O,have,VBP,O,that,WDT,lowercase,that,lowercase,have,261,lowercase,been,O
5737,report,in,the,DT,lowercase,the,IN,lowercase,in,VBN,O,been,VBN,O,have,VBP,lowercase,have,lowercase,been,261,lowercase,reported,O
5738,in,the,media,NNS,lowercase,media,DT,lowercase,the,IN,O,report,VBN,O,been,VBN,lowercase,been,lowercase,reported,261,lowercase,in,O
5739,the,media,were,VBD,lowercase,were,NNS,lowercase,media,DT,O,in,IN,O,report,VBN,lowercase,reported,lowercase,in,261,lowercase,the,O
5740,media,were,from,IN,lowercase,from,VBD,lowercase,were,NNS,O,the,DT,O,in,IN,lowercase,in,lowercase,the,261,lowercase,media,O
5741,were,from,smuggl,VBG,lowercase,smuggling,IN,lowercase,from,VBD,O,media,NNS,O,the,DT,lowercase,the,lowercase,media,261,lowercase,were,O
5742,from,smuggl,and,CC,lowercase,and,VBG,lowercase,smuggling,IN,O,were,VBD,O,media,NNS,lowercase,media,lowercase,were,261,lowercase,from,O
5743,smuggl,and,not,RB,lowercase,not,CC,lowercase,and,VBG,O,from,IN,O,were,VBD,lowercase,were,lowercase,from,261,lowercase,smuggling,O
5744,and,not,from,IN,lowercase,from,RB,lowercase,not,CC,O,smuggl,VBG,O,from,IN,lowercase,from,lowercase,smuggling,261,lowercase,and,O
5745,not,from,fund,NNS,lowercase,funds,IN,lowercase,from,RB,O,and,CC,O,smuggl,VBG,lowercase,smuggling,lowercase,and,261,lowercase,not,O
5746,from,fund,divert,VBN,lowercase,diverted,NNS,lowercase,funds,IN,O,not,RB,O,and,CC,lowercase,and,lowercase,not,261,lowercase,from,O
5747,fund,divert,from,IN,lowercase,from,VBN,lowercase,diverted,NNS,O,from,IN,O,not,RB,lowercase,not,lowercase,from,261,lowercase,funds,O
5748,divert,from,the,DT,lowercase,the,IN,lowercase,from,VBN,O,fund,NNS,O,from,IN,lowercase,from,lowercase,funds,261,lowercase,diverted,O
5749,from,the,program,NN,lowercase,program,DT,lowercase,the,IN,O,divert,VBN,O,fund,NNS,lowercase,funds,lowercase,diverted,261,lowercase,from,O
5750,the,program,.,.,punct,.,NN,lowercase,program,DT,O,from,IN,O,divert,VBN,lowercase,diverted,lowercase,from,261,lowercase,the,O
5751,program,.,__end1__,__END1__,wildcard,__END1__,.,punct,.,NN,O,the,DT,O,from,IN,lowercase,from,lowercase,the,261,lowercase,program,O
5752,.,__end1__,__end2__,__END2__,wildcard,__END2__,__END1__,wildcard,__END1__,.,O,program,NN,O,the,DT,lowercase,the,lowercase,program,261,punct,.,O
5753,the,unit,nation,NNPS,capitalized,Nations,NNP,capitalized,United,DT,__START1__,__start1__,__START1__,__START2__,__start2__,__START2__,wildcard,__START2__,wildcard,__START1__,262,capitalized,The,O
5754,unit,nation,creat,VBD,lowercase,created,NNPS,capitalized,Nations,NNP,O,the,DT,__START1__,__start1__,__START1__,wildcard,__START1__,capitalized,The,262,capitalized,United,B-org
5755,nation,creat,the,DT,lowercase,the,VBD,lowercase,created,NNPS,B-org,unit,NNP,O,the,DT,capitalized,The,capitalized,United,262,capitalized,Nations,I-org
5756,creat,the,oil-for-food,NN,contains-hyphen,oil-for-food,DT,lowercase,the,VBD,I-org,nation,NNPS,B-org,unit,NNP,capitalized,United,capitalized,Nations,262,lowercase,created,O
5757,the,oil-for-food,program,NN,lowercase,program,NN,contains-hyphen,oil-for-food,DT,O,creat,VBD,I-org,nation,NNPS,capitalized,Nations,lowercase,created,262,lowercase,the,O
5758,oil-for-food,program,after,IN,lowercase,after,NN,lowercase,program,NN,O,the,DT,O,creat,VBD,lowercase,created,lowercase,the,262,contains-hyphen,oil-for-food,O
5759,program,after,the,DT,lowercase,the,IN,lowercase,after,NN,O,oil-for-food,NN,O,the,DT,lowercase,the,contains-hyphen,oil-for-food,262,lowercase,program,O
5760,after,the,first,JJ,lowercase,first,DT,lowercase,the,IN,O,program,NN,O,oil-for-food,NN,contains-hyphen,oil-for-food,lowercase,program,262,lowercase,after,O
5761,the,first,gulf,NNP,capitalized,Gulf,JJ,lowercase,first,DT,O,after,IN,O,program,NN,lowercase,program,lowercase,after,262,lowercase,the,O
5762,first,gulf,war,NNP,capitalized,War,NNP,capitalized,Gulf,JJ,O,the,DT,O,after,IN,lowercase,after,lowercase,the,262,lowercase,first,O
5763,gulf,war,to,TO,lowercase,to,NNP,capitalized,War,NNP,O,first,JJ,O,the,DT,lowercase,the,lowercase,first,262,capitalized,Gulf,B-eve
5764,war,to,allow,VB,lowercase,allow,TO,lowercase,to,NNP,B-eve,gulf,NNP,O,first,JJ,lowercase,first,capitalized,Gulf,262,capitalized,War,I-eve
5765,to,allow,iraq,NNP,capitalized,Iraq,VB,lowercase,allow,TO,I-eve,war,NNP,B-eve,gulf,NNP,capitalized,Gulf,capitalized,War,262,lowercase,to,O
5766,allow,iraq,to,TO,lowercase,to,NNP,capitalized,Iraq,VB,O,to,TO,I-eve,war,NNP,capitalized,War,lowercase,to,262,lowercase,allow,O
5767,iraq,to,sell,VB,lowercase,sell,TO,lowercase,to,NNP,O,allow,VB,O,to,TO,lowercase,to,lowercase,allow,262,capitalized,Iraq,B-gpe
5768,to,sell,oil,NN,lowercase,oil,VB,lowercase,sell,TO,B-gpe,iraq,NNP,O,allow,VB,lowercase,allow,capitalized,Iraq,262,lowercase,to,O
5769,sell,oil,and,CC,lowercase,and,NN,lowercase,oil,VB,O,to,TO,B-gpe,iraq,NNP,capitalized,Iraq,lowercase,to,262,lowercase,sell,O
5770,oil,and,use,VB,lowercase,use,CC,lowercase,and,NN,O,sell,VB,O,to,TO,lowercase,to,lowercase,sell,262,lowercase,oil,O
5771,and,use,the,DT,lowercase,the,VB,lowercase,use,CC,O,oil,NN,O,sell,VB,lowercase,sell,lowercase,oil,262,lowercase,and,O
5772,use,the,profit,NNS,lowercase,profits,DT,lowercase,the,VB,O,and,CC,O,oil,NN,lowercase,oil,lowercase,and,262,lowercase,use,O
5773,the,profit,for,IN,lowercase,for,NNS,lowercase,profits,DT,O,use,VB,O,and,CC,lowercase,and,lowercase,use,262,lowercase,the,O
5774,profit,for,the,DT,lowercase,the,IN,lowercase,for,NNS,O,the,DT,O,use,VB,lowercase,use,lowercase,the,262,lowercase,profits,O
5775,for,the,iraqi,JJ,capitalized,Iraqi,DT,lowercase,the,IN,O,profit,NNS,O,the,DT,lowercase,the,lowercase,profits,262,lowercase,for,O
5776,the,iraqi,peopl,NNS,lowercase,people,JJ,capitalized,Iraqi,DT,O,for,IN,O,profit,NNS,lowercase,profits,lowercase,for,262,lowercase,the,O
5777,iraqi,peopl,'s,POS,other,'s,NNS,lowercase,people,JJ,O,the,DT,O,for,IN,lowercase,for,lowercase,the,262,capitalized,Iraqi,B-gpe
5778,peopl,'s,humanitarian,JJ,lowercase,humanitarian,POS,other,'s,NNS,B-gpe,iraqi,JJ,O,the,DT,lowercase,the,capitalized,Iraqi,262,lowercase,people,O
5779,'s,humanitarian,need,NNS,lowercase,needs,JJ,lowercase,humanitarian,POS,O,peopl,NNS,B-gpe,iraqi,JJ,capitalized,Iraqi,lowercase,people,262,other,'s,O
5780,humanitarian,need,.,.,punct,.,NNS,lowercase,needs,JJ,O,'s,POS,O,peopl,NNS,lowercase,people,other,'s,262,lowercase,humanitarian,O
